Serial Number:20755797 --

"Date Time, GMT -0700","Temp, (*F)","Host Connect","Button Down","Button Up","EOF"
2021-06-17 20:44:34,64.52, , , , 
2021-06-17 20:54:34,64.16, , , , 
2021-06-17 21:04:34,63.95, , , , 
2021-06-17 21:14:34,63.62, , , , 
2021-06-17 21:24:34,63.52, , , , 
2021-06-17 21:34:34,63.35, , , , 
2021-06-17 21:44:34,62.84, , , , 
2021-06-17 21:54:34,62.67, , , , 
2021-06-17 22:04:34,62.50, , , , 
2021-06-17 22:14:34,62.30, , , , 
2021-06-17 22:24:34,61.98, , , , 
2021-06-17 22:34:34,61.76, , , , 
2021-06-17 22:44:34,61.55, , , , 
2021-06-17 22:54:34,61.38, , , , 
2021-06-17 23:04:34,61.13, , , , 
2021-06-17 23:14:34,60.82, , , , 
2021-06-17 23:24:34,60.66, , , , 
2021-06-17 23:34:34,60.37, , , , 
2021-06-17 23:44:34,60.10, , , , 
2021-06-17 23:54:34,59.76, , , , 
2021-06-18 00:04:34,59.31, , , , 
2021-06-18 00:14:34,59.37, , , , 
2021-06-18 00:24:34,59.06, , , , 
2021-06-18 00:34:34,58.91, , , , 
2021-06-18 00:44:34,59.10, , , , 
2021-06-18 00:54:34,59.04, , , , 
2021-06-18 01:04:34,58.96, , , , 
2021-06-18 01:14:34,58.79, , , , 
2021-06-18 01:24:34,58.56, , , , 
2021-06-18 01:34:34,58.35, , , , 
2021-06-18 01:44:34,58.40, , , , 
2021-06-18 01:54:34,58.29, , , , 
2021-06-18 02:04:34,58.35, , , , 
2021-06-18 02:14:34,58.21, , , , 
2021-06-18 02:24:34,57.86, , , , 
2021-06-18 02:34:34,57.84, , , , 
2021-06-18 02:44:34,57.81, , , , 
2021-06-18 02:54:34,57.38, , , , 
2021-06-18 03:04:34,57.40, , , , 
2021-06-18 03:14:34,57.38, , , , 
2021-06-18 03:24:34,57.30, , , , 
2021-06-18 03:34:34,57.30, , , , 
2021-06-18 03:44:34,57.30, , , , 
2021-06-18 03:54:34,57.15, , , , 
2021-06-18 04:04:34,56.86, , , , 
2021-06-18 04:14:34,56.47, , , , 
2021-06-18 04:24:34,56.26, , , , 
2021-06-18 04:34:34,56.11, , , , 
2021-06-18 04:44:34,55.89, , , , 
2021-06-18 04:54:34,55.64, , , , 
2021-06-18 05:04:34,55.55, , , , 
2021-06-18 05:14:34,55.53, , , , 
2021-06-18 05:24:34,55.39, , , , 
2021-06-18 05:34:34,55.33, , , , 
2021-06-18 05:44:34,55.22, , , , 
2021-06-18 05:54:34,55.10, , , , 
2021-06-18 06:04:34,55.24, , , , 
2021-06-18 06:14:34,55.32, , , , 
2021-06-18 06:24:34,55.62, , , , 
2021-06-18 06:34:34,56.24, , , , 
2021-06-18 06:44:34,56.94, , , , 
2021-06-18 06:54:34,57.56, , , , 
2021-06-18 07:04:34,58.21, , , , 
2021-06-18 07:14:34,58.87, , , , 
2021-06-18 07:24:34,59.64, , , , 
2021-06-18 07:34:34,60.37, , , , 
2021-06-18 07:44:34,61.32, , , , 
2021-06-18 07:54:34,63.93, , , , 
2021-06-18 08:04:34,67.13, , , , 
2021-06-18 08:14:34,69.62, , , , 
2021-06-18 08:24:34,71.11, , , , 
2021-06-18 08:34:34,72.73, , , , 
2021-06-18 08:44:34,74.04, , , , 
2021-06-18 08:54:34,75.59, , , , 
2021-06-18 09:04:34,76.74, , , , 
2021-06-18 09:14:34,78.08, , , , 
2021-06-18 09:24:34,79.97, , , , 
2021-06-18 09:34:34,80.62, , , , 
2021-06-18 09:44:34,82.73, , , , 
2021-06-18 09:54:34,84.85, , , , 
2021-06-18 10:04:34,86.22, , , , 
2021-06-18 10:14:34,85.61, , , , 
2021-06-18 10:24:34,86.34, , , , 
2021-06-18 10:34:34,86.67, , , , 
2021-06-18 10:44:34,87.79, , , , 
2021-06-18 10:54:34,88.71, , , , 
2021-06-18 11:04:34,90.12, , , , 
2021-06-18 11:14:34,90.78, , , , 
2021-06-18 11:24:34,91.78, , , , 
2021-06-18 11:34:34,93.54, , , , 
2021-06-18 11:44:34,93.93, , , , 
2021-06-18 11:54:34,94.68, , , , 
2021-06-18 12:04:34,95.43, , , , 
2021-06-18 12:14:34,97.83, , , , 
2021-06-18 12:24:34,97.42, , , , 
2021-06-18 12:34:34,97.46, , , , 
2021-06-18 12:44:34,98.81, , , , 
2021-06-18 12:54:34,99.60, , , , 
2021-06-18 13:04:34,100.59, , , , 
2021-06-18 13:14:34,101.73, , , , 
2021-06-18 13:24:34,101.61, , , , 
2021-06-18 13:34:34,102.94, , , , 
2021-06-18 13:44:34,103.66, , , , 
2021-06-18 13:54:34,104.35, , , , 
2021-06-18 14:04:34,104.20, , , , 
2021-06-18 14:14:34,104.16, , , , 
2021-06-18 14:24:34,105.49, , , , 
2021-06-18 14:34:34,104.00, , , , 
2021-06-18 14:44:34,103.54, , , , 
2021-06-18 14:54:34,102.79, , , , 
2021-06-18 15:04:34,101.76, , , , 
2021-06-18 15:14:34,101.98, , , , 
2021-06-18 15:24:34,100.90, , , , 
2021-06-18 15:34:34,100.91, , , , 
2021-06-18 15:44:34,93.35, , , , 
2021-06-18 15:54:34,85.01, , , , 
2021-06-18 16:04:34,80.99, , , , 
2021-06-18 16:14:34,78.95, , , , 
2021-06-18 16:24:34,77.48, , , , 
2021-06-18 16:34:34,76.73, , , , 
2021-06-18 16:44:34,75.72, , , , 
2021-06-18 16:54:34,75.18, , , , 
2021-06-18 17:04:34,74.64, , , , 
2021-06-18 17:14:34,74.02, , , , 
2021-06-18 17:24:34,73.64, , , , 
2021-06-18 17:34:34,73.23, , , , 
2021-06-18 17:44:34,72.05, , , , 
2021-06-18 17:54:34,69.97, , , , 
2021-06-18 18:04:34,69.62, , , , 
2021-06-18 18:14:34,68.54, , , , 
2021-06-18 18:24:34,69.08, , , , 
2021-06-18 18:34:34,68.13, , , , 
2021-06-18 18:44:34,69.23, , , , 
2021-06-18 18:54:34,67.69, , , , 
2021-06-18 19:04:34,68.02, , , , 
2021-06-18 19:14:34,66.11, , , , 
2021-06-18 19:24:34,67.21, , , , 
2021-06-18 19:34:34,67.77, , , , 
2021-06-18 19:44:34,68.17, , , , 
2021-06-18 19:54:34,68.42, , , , 
2021-06-18 20:04:34,68.44, , , , 
2021-06-18 20:14:34,68.44, , , , 
2021-06-18 20:24:34,68.33, , , , 
2021-06-18 20:34:34,68.31, , , , 
2021-06-18 20:44:34,68.23, , , , 
2021-06-18 20:54:34,68.17, , , , 
2021-06-18 21:04:34,68.04, , , , 
2021-06-18 21:14:34,67.98, , , , 
2021-06-18 21:24:34,67.94, , , , 
2021-06-18 21:34:34,67.90, , , , 
2021-06-18 21:44:34,67.81, , , , 
2021-06-18 21:54:34,67.73, , , , 
2021-06-18 22:04:34,67.59, , , , 
2021-06-18 22:14:34,67.46, , , , 
2021-06-18 22:24:34,67.38, , , , 
2021-06-18 22:34:34,67.30, , , , 
2021-06-18 22:44:34,67.23, , , , 
2021-06-18 22:54:34,67.07, , , , 
2021-06-18 23:04:34,66.98, , , , 
2021-06-18 23:14:34,66.90, , , , 
2021-06-18 23:24:34,66.78, , , , 
2021-06-18 23:34:34,66.67, , , , 
2021-06-18 23:44:34,66.59, , , , 
2021-06-18 23:54:34,66.51, , , , 
2021-06-19 00:04:34,66.40, , , , 
2021-06-19 00:14:34,66.32, , , , 
2021-06-19 00:24:34,66.20, , , , 
2021-06-19 00:34:34,66.13, , , , 
2021-06-19 00:44:34,66.03, , , , 
2021-06-19 00:54:34,65.86, , , , 
2021-06-19 01:04:34,65.76, , , , 
2021-06-19 01:14:34,65.72, , , , 
2021-06-19 01:24:34,65.59, , , , 
2021-06-19 01:34:34,65.53, , , , 
2021-06-19 01:44:34,65.41, , , , 
2021-06-19 01:54:34,65.32, , , , 
2021-06-19 02:04:34,65.24, , , , 
2021-06-19 02:14:34,65.20, , , , 
2021-06-19 02:24:34,65.14, , , , 
2021-06-19 02:34:34,65.08, , , , 
2021-06-19 02:44:34,64.99, , , , 
2021-06-19 02:54:34,64.91, , , , 
2021-06-19 03:04:34,64.83, , , , 
2021-06-19 03:14:34,64.85, , , , 
2021-06-19 03:24:34,64.76, , , , 
2021-06-19 03:34:34,64.74, , , , 
2021-06-19 03:44:34,64.68, , , , 
2021-06-19 03:54:34,64.60, , , , 
2021-06-19 04:04:34,64.60, , , , 
2021-06-19 04:14:34,64.52, , , , 
2021-06-19 04:24:34,64.50, , , , 
2021-06-19 04:34:34,64.47, , , , 
2021-06-19 04:44:34,64.45, , , , 
2021-06-19 04:54:34,64.43, , , , 
2021-06-19 05:04:34,64.37, , , , 
2021-06-19 05:14:34,64.33, , , , 
2021-06-19 05:24:34,64.25, , , , 
2021-06-19 05:34:34,64.22, , , , 
2021-06-19 05:44:34,64.20, , , , 
2021-06-19 05:54:34,64.20, , , , 
2021-06-19 06:04:34,64.14, , , , 
2021-06-19 06:14:34,64.16, , , , 
2021-06-19 06:24:34,64.12, , , , 
2021-06-19 06:34:34,64.20, , , , 
2021-06-19 06:44:34,64.22, , , , 
2021-06-19 06:54:34,64.33, , , , 
2021-06-19 07:04:34,64.37, , , , 
2021-06-19 07:14:34,64.49, , , , 
2021-06-19 07:24:34,64.60, , , , 
2021-06-19 07:34:34,64.74, , , , 
2021-06-19 07:44:34,64.89, , , , 
2021-06-19 07:54:34,65.01, , , , 
2021-06-19 08:04:34,65.24, , , , 
2021-06-19 08:14:34,65.55, , , , 
2021-06-19 08:24:34,65.78, , , , 
2021-06-19 08:34:34,66.09, , , , 
2021-06-19 08:44:34,66.47, , , , 
2021-06-19 08:54:34,66.76, , , , 
2021-06-19 09:04:34,67.07, , , , 
2021-06-19 09:14:34,67.40, , , , 
2021-06-19 09:24:34,67.75, , , , 
2021-06-19 09:34:34,68.35, , , , 
2021-06-19 09:44:34,68.91, , , , 
2021-06-19 09:54:34,69.62, , , , 
2021-06-19 10:04:34,70.45, , , , 
2021-06-19 10:14:34,71.22, , , , 
2021-06-19 10:24:34,72.15, , , , 
2021-06-19 10:34:34,73.13, , , , 
2021-06-19 10:44:34,74.52, , , , 
2021-06-19 10:54:34,75.32, , , , 
2021-06-19 11:04:34,76.63, , , , 
2021-06-19 11:14:34,77.83, , , , 
2021-06-19 11:24:34,78.71, , , , 
2021-06-19 11:34:34,80.35, , , , 
2021-06-19 11:44:34,81.30, , , , 
2021-06-19 11:54:34,81.98, , , , 
2021-06-19 12:04:34,84.06, , , , 
2021-06-19 12:14:34,84.56, , , , 
2021-06-19 12:24:34,86.03, , , , 
2021-06-19 12:34:34,87.88, , , , 
2021-06-19 12:44:34,90.18, , , , 
2021-06-19 12:54:34,89.27, , , , 
2021-06-19 13:04:34,89.18, , , , 
2021-06-19 13:14:34,90.14, , , , 
2021-06-19 13:24:34,89.78, , , , 
2021-06-19 13:34:34,90.55, , , , 
2021-06-19 13:44:34,90.49, , , , 
2021-06-19 13:54:34,91.30, , , , 
2021-06-19 14:04:34,91.32, , , , 
2021-06-19 14:14:34,91.80, , , , 
2021-06-19 14:24:34,91.49, , , , 
2021-06-19 14:34:34,92.42, , , , 
2021-06-19 14:44:34,92.15, , , , 
2021-06-19 14:54:34,91.80, , , , 
2021-06-19 15:04:34,91.49, , , , 
2021-06-19 15:14:34,91.24, , , , 
2021-06-19 15:24:34,91.07, , , , 
2021-06-19 15:34:34,90.64, , , , 
2021-06-19 15:44:34,86.76, , , , 
2021-06-19 15:54:34,83.89, , , , 
2021-06-19 16:04:34,82.09, , , , 
2021-06-19 16:14:34,79.74, , , , 
2021-06-19 16:24:34,78.19, , , , 
2021-06-19 16:34:34,76.73, , , , 
2021-06-19 16:44:34,75.95, , , , 
2021-06-19 16:54:34,75.49, , , , 
2021-06-19 17:04:34,73.89, , , , 
2021-06-19 17:14:34,72.38, , , , 
2021-06-19 17:24:34,70.01, , , , 
2021-06-19 17:34:34,69.14, , , , 
2021-06-19 17:44:34,65.76, , , , 
2021-06-19 17:54:34,63.98, , , , 
2021-06-19 18:04:34,64.00, , , , 
2021-06-19 18:14:34,63.29, , , , 
2021-06-19 18:24:34,63.10, , , , 
2021-06-19 18:34:34,62.98, , , , 
2021-06-19 18:44:34,62.84, , , , 
2021-06-19 18:54:34,63.21, , , , 
2021-06-19 19:04:34,63.13, , , , 
2021-06-19 19:14:34,62.77, , , , 
2021-06-19 19:24:34,62.73, , , , 
2021-06-19 19:34:34,63.00, , , , 
2021-06-19 19:44:34,62.71, , , , 
2021-06-19 19:54:34,62.71, , , , 
2021-06-19 20:04:34,62.59, , , , 
2021-06-19 20:14:34,62.79, , , , 
2021-06-19 20:24:34,62.81, , , , 
2021-06-19 20:34:34,62.90, , , , 
2021-06-19 20:44:34,62.73, , , , 
2021-06-19 20:54:34,62.90, , , , 
2021-06-19 21:04:34,62.98, , , , 
2021-06-19 21:14:34,62.98, , , , 
2021-06-19 21:24:34,63.10, , , , 
2021-06-19 21:34:34,63.17, , , , 
2021-06-19 21:44:34,63.46, , , , 
2021-06-19 21:54:34,63.52, , , , 
2021-06-19 22:04:34,63.66, , , , 
2021-06-19 22:14:34,63.66, , , , 
2021-06-19 22:24:34,63.77, , , , 
2021-06-19 22:34:34,63.81, , , , 
2021-06-19 22:44:34,63.85, , , , 
2021-06-19 22:54:34,63.87, , , , 
2021-06-19 23:04:34,63.79, , , , 
2021-06-19 23:14:34,63.81, , , , 
2021-06-19 23:24:34,63.79, , , , 
2021-06-19 23:34:34,63.81, , , , 
2021-06-19 23:44:34,63.83, , , , 
2021-06-19 23:54:34,63.77, , , , 
2021-06-20 00:04:34,63.69, , , , 
2021-06-20 00:14:34,63.66, , , , 
2021-06-20 00:24:34,63.64, , , , 
2021-06-20 00:34:34,63.60, , , , 
2021-06-20 00:44:34,63.54, , , , 
2021-06-20 00:54:34,63.48, , , , 
2021-06-20 01:04:34,63.42, , , , 
2021-06-20 01:14:34,63.31, , , , 
2021-06-20 01:24:34,63.21, , , , 
2021-06-20 01:34:34,63.21, , , , 
2021-06-20 01:44:34,63.21, , , , 
2021-06-20 01:54:34,63.15, , , , 
2021-06-20 02:04:34,63.21, , , , 
2021-06-20 02:14:34,63.17, , , , 
2021-06-20 02:24:34,63.21, , , , 
2021-06-20 02:34:34,63.17, , , , 
2021-06-20 02:44:34,63.13, , , , 
2021-06-20 02:54:34,63.08, , , , 
2021-06-20 03:04:34,63.11, , , , 
2021-06-20 03:14:34,63.00, , , , 
2021-06-20 03:24:34,62.92, , , , 
2021-06-20 03:34:34,62.86, , , , 
2021-06-20 03:44:34,62.86, , , , 
2021-06-20 03:54:34,62.84, , , , 
2021-06-20 04:04:34,62.83, , , , 
2021-06-20 04:14:34,62.73, , , , 
2021-06-20 04:24:34,62.69, , , , 
2021-06-20 04:34:34,62.63, , , , 
2021-06-20 04:44:34,62.59, , , , 
2021-06-20 04:54:34,62.48, , , , 
2021-06-20 05:04:34,62.42, , , , 
2021-06-20 05:14:34,62.40, , , , 
2021-06-20 05:24:34,62.34, , , , 
2021-06-20 05:34:34,62.34, , , , 
2021-06-20 05:44:34,62.25, , , , 
2021-06-20 05:54:34,62.23, , , , 
2021-06-20 06:04:34,62.30, , , , 
2021-06-20 06:14:34,62.32, , , , 
2021-06-20 06:24:34,62.38, , , , 
2021-06-20 06:34:34,62.42, , , , 
2021-06-20 06:44:34,62.46, , , , 
2021-06-20 06:54:34,62.56, , , , 
2021-06-20 07:04:34,62.59, , , , 
2021-06-20 07:14:34,62.63, , , , 
2021-06-20 07:24:34,62.75, , , , 
2021-06-20 07:34:34,62.88, , , , 
2021-06-20 07:44:34,63.04, , , , 
2021-06-20 07:54:34,63.23, , , , 
2021-06-20 08:04:34,63.54, , , , 
2021-06-20 08:14:34,63.79, , , , 
2021-06-20 08:24:34,64.00, , , , 
2021-06-20 08:34:34,64.16, , , , 
2021-06-20 08:44:34,64.43, , , , 
2021-06-20 08:54:34,64.74, , , , 
2021-06-20 09:04:34,65.16, , , , 
2021-06-20 09:14:34,65.70, , , , 
2021-06-20 09:24:34,66.03, , , , 
2021-06-20 09:34:34,66.36, , , , 
2021-06-20 09:44:34,66.92, , , , 
2021-06-20 09:54:34,67.69, , , , 
2021-06-20 10:04:34,69.04, , , , 
2021-06-20 10:14:34,70.39, , , , 
2021-06-20 10:24:34,71.20, , , , 
2021-06-20 10:34:34,71.32, , , , 
2021-06-20 10:44:34,71.69, , , , 
2021-06-20 10:54:34,72.13, , , , 
2021-06-20 11:04:34,73.96, , , , 
2021-06-20 11:14:34,73.60, , , , 
2021-06-20 11:24:34,74.20, , , , 
2021-06-20 11:34:34,74.58, , , , 
2021-06-20 11:44:34,74.83, , , , 
2021-06-20 11:54:34,75.26, , , , 
2021-06-20 12:04:34,75.20, , , , 
2021-06-20 12:14:34,75.41, , , , 
2021-06-20 12:24:34,75.28, , , , 
2021-06-20 12:34:34,75.55, , , , 
2021-06-20 12:44:34,75.78, , , , 
2021-06-20 12:54:34,77.15, , , , 
2021-06-20 13:04:34,77.01, , , , 
2021-06-20 13:14:34,77.50, , , , 
2021-06-20 13:24:34,77.65, , , , 
2021-06-20 13:34:34,78.08, , , , 
2021-06-20 13:44:34,78.29, , , , 
2021-06-20 13:54:34,78.37, , , , 
2021-06-20 14:04:34,78.42, , , , 
2021-06-20 14:14:34,78.23, , , , 
2021-06-20 14:24:34,77.88, , , , 
2021-06-20 14:34:34,78.06, , , , 
2021-06-20 14:44:34,78.19, , , , 
2021-06-20 14:54:34,78.27, , , , 
2021-06-20 15:04:34,78.39, , , , 
2021-06-20 15:14:34,78.60, , , , 
2021-06-20 15:24:34,78.62, , , , 
2021-06-20 15:34:34,78.50, , , , 
2021-06-20 15:44:34,78.29, , , , 
2021-06-20 15:54:34,77.92, , , , 
2021-06-20 16:04:34,77.59, , , , 
2021-06-20 16:14:34,77.15, , , , 
2021-06-20 16:24:34,76.73, , , , 
2021-06-20 16:34:34,76.47, , , , 
2021-06-20 16:44:34,76.03, , , , 
2021-06-20 16:54:34,75.70, , , , 
2021-06-20 17:04:34,75.16, , , , 
2021-06-20 17:14:34,74.91, , , , 
2021-06-20 17:24:34,74.54, , , , 
2021-06-20 17:34:34,74.00, , , , 
2021-06-20 17:44:34,73.44, , , , 
2021-06-20 17:54:34,67.54, , , , 
2021-06-20 18:04:34,62.50, , , , 
2021-06-20 18:14:34,60.30, , , , 
2021-06-20 18:24:34,59.33, , , , 
2021-06-20 18:34:34,58.67, , , , 
2021-06-20 18:44:34,58.54, , , , 
2021-06-20 18:54:34,58.60, , , , 
2021-06-20 19:04:34,58.37, , , , 
2021-06-20 19:14:34,58.29, , , , 
